PMID,Sentence,label
32388002,"Emphysema, diagnosed through low attenuation areas on chest computed tomography (CT), is associated with increased lung cancer incidence and worse prognosis in lung cancer patients, highlighting its potential role in identifying high-risk individuals who would benefit most from lung cancer screening.",Complex Sentence
36173742,"Overexpressing human NAD(P)H:quinone oxidoreductase 1 (hNQO1) in lung cancer tissues, which is directly connected to cancerous pathological processes, is deemed to be an attractive biomarker.""",Complex Sentence
38164195,"While conventional imaging methods such as CT and MRI remain primary tools for lung cancer diagnosis and assessment, PET/CT and PET/MRI radiomics provide detailed morphological and functional information, offering significant clinical potential for improving diagnosis, treatment evaluation, and patient prognosis.",Complex Sentence
33209371,"This study investigates the survival outcomes of second primary lung cancer (SPLC) patients with clinical stage T1 lung cancer who had previously undergone radiotherapy for first primary lung cancer (FPLC), finding that surgery is more beneficial to survival than radiotherapy and chemotherapy, with radiotherapy being a good alternative when surgery is not possible.",Complex Sentence
38303533,"While resveratrol, a natural polyphenol, has shown therapeutic potential in various diseases, including neurodegenerative diseases, cardiovascular disorders, and cancers, its anticancer effects against lung cancer are particularly notable, as it modulates molecular targets and signaling pathways involved in oxidative stress, inflammation, apoptosis, autophagy, and microRNA expression, offering promising avenues for more effective therapeutic strategies",Complex Sentence
39649017,"Resistance mechanisms to PD-1 blockade are often complex and encompass a combination of defects within the cancer-immunity cycle, including failure in antigen presentation and T-cell priming, presence of co-inhibitory immune checkpoints, inability of immune cells to infiltrate the tumor, and presence of immunosuppressive tumor microenvironment.",Complex Sentence
39568275,"while the beneficial effects of berberine have been reported, some limitations including low bioavailability and absorption as well as poor aqueous solubility have hindered its clinical application.",Complex Sentence
33616375,"CircTMEM30A, which was highly expressed in COPD patients with lung cancer, regulated the expression of TNFα through miR-130a, thereby promoting the proliferation, migration, and invasion of lung cancer cells and contributing to the progression of COPD and lung cancer.",Complex Sentence
39256662,"Recent research has unveiled the regulatory roles of miRNAs in key metabolic pathways, such as glycolysis, the tricarboxylic acid cycle, fatty acid metabolism, and autophagy, which collectively contribute to the aberrant energy metabolism characteristic of cancer cells.",Complex Sentence
32983254,"The rapid global spread of COVID-19 has disrupted routine medical care for lung cancer patients, who are particularly vulnerable due to their low immunity after anti-tumor treatment, necessitating individualized medical treatment and management based on patients' conditions and regional epidemic patterns.",Complex Sentence
32007245,"Molecular profiling using a 4-gene next-generation sequencing panel (EGFR, KRAS, BRAF, and NRAS) improved the distinction between synchronous primary lung cancers and intrapulmonary metastases in multifocal non-small cell lung cancer, leading to the downstaging of 44% of cases and preventing unnecessary adjuvant chemotherapy in some patients.",Complex Sentence
34393063,"Even tho the USPSTF guidelines focus on smoking status and age for selecting patients for lung cancer screening, our study found that a diagnosis of chronic obstructive pulmonary disease (COPD) (OR = 2.14, P < .0001) and a family history of lung cancer (OR = 2.77, P < .0001) were the strongest predictors of lung cancer in an urban safety-net hospital cohort.",Complex Sentence
33068649,"Jinfukang inhibits the migration and invasion of circulating tumor cells (CTCs) by suppressing the integrin/Src pathway and inducing anoikis, suggesting its potential as an anti-metastatic agent in lung cancer.",Complex Sentence
38915108,"The increased plasma level of CRABP2 predicted poor OS in lung cancer patients with a combined HR of 1.14 (95% CI: 1.00-1.30), indicating that CRABP2 may serve as a novel prognostic biomarker for NSCLC, although further investigation is needed to confirm its clinical utility.",Complex Sentence
38285413,"In some cases, however, these treatments are difficult because of thickened pleura or dense pleural adhesions in the thoracic cavity.",Complex Sentence
33469196,"Since various therapeutics failed in the effective treatment of lung cancer due to their limited accumulation and exposure in tumors, we introduced chitosan oligosaccharide (CSO) modification on the liposomes to promote chemotherapeutics delivery.",Complex Sentence
35039464,"Despite numerous investigations on signaling pathways involved in the progression of lung cancer, this malignancy is considered critical for treatment.",Complex Sentence
33068505,"Functional imaging using 18F-fluoro-deoxy-glucose (FDG), which is widely used in oncologic disease for clinical staging, re-staging, and therapy planning, plays a critical role in lung cancer management by providing metabolic risk assessment of lung nodules and informing decision-making in the daily clinical routine.",Complex Sentence
